Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411675,3388755,494,21,6,-112.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,412905,3392635,490,0,13,-85.6
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413070,3392560,496,12,12,-81.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413075,3392555,496,12,12,-82.6
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413095,3392495,498,0,5,-88.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413060,3392550,497,0,5,-85.39
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413115,3392515,496,0,5,-80.57
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413105,3392505,497,0,12,-85
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413100,3392510,497,0,12,-86.62
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413110,3392520,496,0,5,-79.94
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413065,3392545,497,0,5,-89.85
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413090,3392500,498,0,5,-92.4
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413505,3392330,500,12,5,-90
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413500,3392325,500,0,5,-87.29
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413480,3392345,499,12,5,-89.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413510,3392335,500,0,6,-96.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413460,3392355,498,12,5,-88.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413465,3392360,497,0,6,-101
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413470,3392345,499,0,5,-92
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413440,3392335,500,0,12,-92.45
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413445,3392340,499,0,12,-93.57
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413455,3392330,500,0,5,-90.95
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413450,3392325,501,0,5,-97.69
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413560,3392285,499,0,6,-86.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,412765,3392720,497,0,6,-91.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413465,3392335,500,0,5,-92.95
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413460,3392340,499,0,5,-90.31
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413470,3392330,500,0,13,-95.27
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413450,3392350,498,0,5,-88.25
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413475,3392325,500,0,13,-96.19
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413440,3392360,497,12,5,-85.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413445,3392355,498,0,5,-91.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413455,3392345,499,0,5,-86.81
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411675,3388700,492,0,5,-120.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413505,3392290,501,0,13,-93.25
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413490,3392315,501,0,13,-92.81
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413480,3392305,502,0,5,-98.1
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413495,3392320,501,0,5,-93.21
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413515,3392300,501,0,13,-90.2
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413485,3392310,501,0,13,-95.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413510,3392295,501,0,13,-90.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411855,3388655,489,0,6,-102.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411900,3388710,492,0,5,-108.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411930,3388740,491,0,5,-92.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411920,3388730,492,0,6,-101.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411935,3388735,490,0,5,-111
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411925,3388725,491,0,5,-96.8
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411945,3388745,490,21,5,-106.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411865,3388665,490,0,5,-104.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413055,3392565,497,12,12,-91.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413035,3392545,498,0,12,-83
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413435,3392305,503,0,6,-101.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413400,3392300,504,60,5,-98.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413425,3392315,502,0,5,-97.25
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413430,3392310,503,0,5,-100.6
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413420,3392320,502,0,5,-92.63
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413050,3392570,497,12,12,-84.71
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413405,3392295,505,60,5,-96.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413360,3392330,501,0,5,-97
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413350,3392480,495,0,5,-99
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413210,3392500,497,0,6,-68.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413215,3392495,497,0,6,-70.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413220,3392510,496,33,6,-69.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413230,3392520,496,12,5,-62
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413290,3392420,495,0,13,-75.79
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413380,3392350,499,0,5,-93.59
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413280,3392410,495,0,5,-88.79
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413295,3392415,495,0,13,-79.4
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413395,3392355,498,0,10,-95
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413310,3392440,495,0,6,-79
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413285,3392405,495,0,5,-85.55
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413200,3392490,497,15,12,-81.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413300,3392430,495,0,5,-76.56
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413205,3392485,497,15,12,-73.79
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413390,3392360,497,0,10,-89.17
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413385,3392345,499,0,5,-92.75
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413355,3392475,495,0,6,-95.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413400,3392370,496,0,5,-91.14
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413315,3392435,495,0,5,-77.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413235,3392515,496,0,6,-63.25
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413410,3392380,495,0,5,-101.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413305,3392425,495,0,13,-75.2
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413370,3392340,500,0,5,-89.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413405,3392365,497,0,12,-89.42
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413375,3392335,501,0,5,-89.25
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411810,3388730,494,0,5,-97
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411830,3388750,494,0,12,-100
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411820,3388760,494,21,12,-102
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413090,3392550,496,0,12,-84.75
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413095,3392545,496,12,5,-85.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413110,3392530,496,0,5,-82.88
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413105,3392535,496,0,5,-79.25
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413115,3392525,496,0,5,-81.89
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413100,3392540,496,0,12,-81.91
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413085,3392555,496,12,12,-83.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413170,3392595,496,0,13,-89.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413330,3392435,495,0,6,-76.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413325,3392430,495,0,5,-82
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413355,3392420,495,0,6,-86
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413320,3392425,495,0,5,-74.91
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413415,3392360,497,0,12,-89.9
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413400,3392345,499,0,10,-99.29
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413335,3392440,495,18,6,-88
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413300,3392445,495,0,6,-77.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413360,3392385,495,0,5,-89.36
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413385,3392370,496,0,5,-90.43
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,412045,3391150,490,0,5,-102.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413380,3392365,497,0,5,-91
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413365,3392390,495,0,5,-85.17
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413340,3392405,495,0,5,-81.53
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413210,3392555,495,0,5,-83.43
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413435,3392340,499,0,12,-95.19
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413405,3392350,499,0,10,-91.83
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413390,3392375,496,0,5,-88.18
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413410,3392355,498,0,12,-90.27
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413420,3392325,501,0,5,-96.62
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413430,3392335,500,0,12,-92.39
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413395,3392380,495,0,5,-89.8
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413425,3392330,501,0,5,-97.58
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413370,3392395,495,12,5,-89.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413215,3392560,496,0,5,-86.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413345,3392410,495,0,5,-80.23
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413200,3392545,495,15,13,-85
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413190,3392575,496,0,5,-94.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413195,3392580,496,0,5,-100.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413350,3392415,495,0,5,-81.25
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413220,3392525,496,0,6,-72
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411720,3388805,495,0,12,-115.17
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411730,3388815,495,0,5,-122
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411745,3388830,495,0,5,-114.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411735,3388820,495,0,5,-117.75
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411725,3388810,495,0,12,-124
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411755,3388840,495,0,12,-114.86
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411715,3388880,495,0,12,-114
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411750,3388835,495,0,5,-117
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411695,3388860,496,0,12,-113
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,412765,3392810,496,0,5,-97.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413315,3392320,499,90,6,-100
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413095,3392500,497,0,5,-86
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413105,3392510,497,0,12,-85.8
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413060,3392545,497,0,12,-88.75
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413065,3392550,497,0,5,-88.23
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413115,3392520,496,0,5,-79.56
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413100,3392505,497,0,5,-88.17
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413070,3392555,496,0,12,-81.75
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413090,3392495,498,21,7,-86
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413110,3392515,496,0,5,-81
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413055,3392540,497,0,12,-82.75
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413445,3392300,504,0,12,-100.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413505,3392280,501,0,5,-98.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413500,3392275,501,0,5,-99.25
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413460,3392315,502,0,5,-100.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413465,3392320,501,0,13,-98.09
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413470,3392305,502,0,5,-104.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413475,3392310,502,0,5,-102.17
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413440,3392295,504,21,5,-105
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411850,3388755,494,21,5,-114.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411970,3388715,488,0,13,-99
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411880,3388785,494,0,5,-106.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411880,3388780,494,0,5,-106.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411885,3388775,494,0,12,-107.6
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411895,3388765,493,0,5,-105.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411865,3388755,494,21,5,-107.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411890,3388770,494,0,12,-107
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411870,3388750,494,21,5,-108
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411860,3388760,494,21,5,-103.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,412900,3392630,491,0,13,-86
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,412765,3392725,497,0,6,-96
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,412910,3392640,490,0,13,-89.6
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,412915,3392635,490,0,13,-87
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413160,3392530,496,15,6,-93
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413225,3392585,497,0,13,-85.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413170,3392540,495,15,6,-96.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413175,3392535,496,15,6,-96
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413155,3392515,496,15,5,-74.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413210,3392580,496,15,5,-90
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413200,3392570,496,0,13,-85.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413150,3392520,496,15,5,-81
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413360,3392410,495,0,5,-77.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413325,3392365,496,0,5,-86
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413125,3392485,497,0,5,-85.89
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413350,3392400,495,0,5,-79
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413165,3392525,496,0,6,-98.17
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413130,3392500,497,0,12,-80.81
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413120,3392490,497,0,5,-84.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413355,3392395,495,0,5,-81.6
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413340,3392390,495,0,5,-85
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413135,3392495,497,0,5,-76.54
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413215,3392575,496,0,12,-84.75
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413145,3392505,497,0,5,-72
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413330,3392380,495,0,5,-88.2
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413140,3392510,497,0,5,-71.7
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413335,3392375,495,0,5,-88.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413320,3392370,496,0,5,-87.83
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413345,3392385,495,0,5,-85.18
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413205,3392565,496,15,5,-79.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413190,3392415,498,0,5,-88.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413155,3392460,498,0,12,-84.57
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413135,3392480,498,0,5,-81
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413130,3392475,498,21,5,-80
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413525,3392295,501,0,13,-86.2
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413520,3392300,501,0,13,-87.56
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413545,3392315,500,15,6,-93
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413530,3392290,500,0,13,-88.25
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413535,3392285,500,0,13,-88.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413380,3392470,495,0,7,-97.25
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413375,3392455,495,0,5,-85.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413335,3392335,499,0,5,-104
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413345,3392345,499,0,5,-94
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413395,3392475,495,0,7,-98
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413390,3392480,495,0,7,-98
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413120,3392530,496,0,12,-83.44
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413195,3392515,496,0,6,-79
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413340,3392350,498,0,5,-97.2
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413385,3392465,495,0,7,-93
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413200,3392610,497,0,13,-107
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413180,3392510,497,15,5,-88
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413360,3392450,495,0,5,-88.75
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413355,3392355,498,0,5,-93.22
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413175,3392495,497,0,12,-67.85
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413125,3392525,496,0,12,-79.48
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413315,3392395,495,0,5,-86.71
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413365,3392445,495,0,6,-94
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413165,3392485,497,0,12,-72.65
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413300,3392390,495,0,5,-83
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413310,3392400,495,0,5,-88.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413170,3392500,497,0,12,-66.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413185,3392505,497,0,5,-80.2
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413160,3392490,497,0,12,-75.47
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413350,3392360,497,0,5,-91
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413190,3392520,496,0,6,-90.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413305,3392385,495,0,5,-90.25
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411685,3388735,494,0,12,-116.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411680,3388740,494,0,12,-113.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413320,3392350,497,0,5,-87
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413175,3392515,496,0,6,-93.88
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413350,3392340,499,0,5,-99.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413190,3392500,497,15,5,-61.25
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413300,3392370,495,9,10,-80.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413280,3392390,495,0,10,-91.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413170,3392520,496,0,6,-92.71
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413335,3392355,497,0,5,-86.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413315,3392375,495,0,10,-90.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413185,3392485,497,0,12,-71.71
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413145,3392525,496,15,5,-76.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413330,3392360,497,0,5,-93.6
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413295,3392395,495,0,5,-86.44
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413195,3392495,497,15,12,-73.6
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413290,3392400,495,0,5,-87.9
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413180,3392490,497,0,12,-66.14
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413360,3392470,495,0,6,-95.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413165,3392505,497,0,5,-72.32
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413160,3392510,497,15,5,-83.11
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413310,3392380,495,0,5,-82.83
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413375,3392475,495,0,7,-98.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411725,3388815,495,0,12,-118
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411740,3388840,495,0,5,-117.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411745,3388835,495,0,5,-115.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,412910,3392610,492,0,5,-92
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411785,3388845,495,0,5,-113
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411810,3388840,495,0,12,-113
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411820,3388810,495,0,12,-111.56
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411835,3388815,495,21,5,-111
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411800,3388830,496,0,12,-116.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411805,3388825,496,0,12,-110
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411825,3388805,495,0,12,-110.27
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413480,3392300,502,0,5,-101.43
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413510,3392310,501,0,5,-89.42
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413500,3392320,500,0,5,-90.59
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413515,3392305,501,0,13,-87.4
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413490,3392290,502,0,5,-100.29
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413485,3392295,502,0,5,-102
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413505,3392315,501,0,5,-89.27
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411825,3388790,495,0,5,-105.8
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411830,3388795,495,0,5,-107.75
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,411835,3388800,495,0,12,-110.33
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,412940,3392650,490,24,6,-90
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413485,3392280,502,0,5,-99
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413465,3392300,503,0,5,-101.4
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413460,3392295,504,0,5,-98.67
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413440,3392315,502,0,6,-92.9
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413475,3392290,503,0,5,-96
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413480,3392275,502,0,13,-95.5
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413445,3392320,501,0,6,-97.44
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413455,3392310,502,0,12,-99.64
111801,413215,3392400,27,310,9,6,2585,14.2,497,0,5,413450,3392305,503,0,12,-100
